code,name,latest_date,benchmark,score,category,action,close,spread,spread_slope_60,spread_slope_120,spread_slope_250,below_zero_ratio_250,spread_breakout_level,price_breakout_level,volume_ratio,market_status,risk_flags,reason,score_positive_items,score_negative_items,missing_conditions,data_source
002747,埃斯顿,2026-05-26,000300,100,A+类,重点关注，等待突破后回踩确认或小仓试错,30.03,14.314,0.1847,-0.02206,-0.04201,0.748,250日,250日,2.289,强,,差价位于零轴上方；60日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,120日差价斜率未转正|250日差价斜率未转正,cache
603989,艾华集团,2026-05-26,000300,100,A+类,重点关注，等待突破后回踩确认或小仓试错,31.75,-19.823,0.19316,0.0946,-0.02463,1.0,250日,250日,2.509,强,一年内涨幅过大、相对强度过热,60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,差价未站上零轴|250日差价斜率未转正,cache
688055,龙腾光电,2026-05-26,000300,100,A+类,重点关注，等待突破后回踩确认或小仓试错,5.97,-14.09,0.12027,0.0956,-0.03331,1.0,250日,250日,2.61,强,相对强度过热,60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_spread_zscore_hot:-5,差价未站上零轴|250日差价斜率未转正,cache
300151,昌红科技,2026-05-26,000300,98,A+类,重点关注，等待突破后回踩确认或小仓试错,23.95,-37.218,0.05426,0.09637,-0.00436,1.0,250日,250日,1.353,强,一年内涨幅过大、相对强度过热,60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,差价未站上零轴|250日差价斜率未转正,cache
002185,华天科技,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,18.67,47.681,0.05047,0.18554,0.08925,0.568,250日,250日,2.226,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
002897,意华股份,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,81.3,60.347,0.02504,0.41134,0.19179,0.468,250日,250日,2.088,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
002957,科瑞技术,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,52.82,119.931,1.76848,1.01173,0.36248,0.648,250日,250日,2.258,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
300222,科大智能,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,16.57,39.574,0.09402,0.07873,-0.01602,0.172,250日,250日,2.721,强,相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_spread_zscore_hot:-5,250日差价斜率未转正,cache
300373,扬杰科技,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,97.9,53.392,0.0479,0.20296,0.15106,0.184,250日,250日,1.536,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache
300593,新雷能,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,40.43,37.328,0.12129,0.0139,0.20342,0.712,250日,250日,1.895,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache
300976,达瑞电子,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,91.5,58.852,0.58344,0.09143,0.04297,0.084,250日,250日,1.498,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
301369,联动科技,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,209.25,221.459,2.59311,1.01329,0.63343,0.524,250日,250日,1.43,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
600545,卓郎智能,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,7.17,130.679,1.48198,0.92887,0.25568,0.532,250日,250日,1.709,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
600707,彩虹股份,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,11.88,70.324,1.16653,0.35799,0.03209,0.436,250日,250日,1.424,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
603005,晶方科技,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,45.1,35.519,0.18197,0.11778,-0.02734,0.572,250日,250日,2.869,强,相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_spread_zscore_hot:-5,250日差价斜率未转正,cache
603303,得邦照明,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,25.79,73.293,0.81351,0.36468,0.09286,0.564,250日,250日,2.071,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
603601,再升科技,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,20.08,130.193,1.36494,0.96614,0.57394,0.576,250日,250日,1.118,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5,成交量未达到1.2倍,cache
603936,博敏电子,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,26.24,53.198,0.7744,0.38483,0.11632,0.94,250日,250日,1.596,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
605006,山东玻纤,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,17.92,56.581,0.92199,0.50767,0.09435,0.92,250日,250日,1.219,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
688308,欧科亿,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,139.88,180.724,1.25472,1.69639,0.67668,0.704,250日,250日,1.568,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
688362,甬矽电子,2026-05-26,000300,100,B类,同步转强，等待突破延续或回踩确认,75.58,123.399,0.80324,0.50644,0.20643,0.52,250日,250日,2.808,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache
301189,奥尼电子,2026-05-26,000300,99,B类,同步转强，等待突破延续或回踩确认,102.1,75.605,1.96253,0.74916,0.27384,0.88,250日,250日,0.721,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache
301526,国际复材,2026-05-26,000300,99,B类,同步转强，等待突破延续或回踩确认,22.8,197.162,2.05441,1.66489,0.66534,0.72,250日,250日,1.166,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache
600367,红星发展,2026-05-26,000300,99,B类,同步转强，等待突破延续或回踩确认,29.78,67.163,0.01985,0.40479,0.15558,0.18,250日,250日,0.882,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache
688172,燕东微,2026-05-26,000300,99,B类,同步转强，等待突破延续或回踩确认,63.78,152.538,0.90107,0.86353,0.48099,0.544,250日,250日,1.1,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache
300223,北京君正,2026-05-26,000300,97,B类,同步转强，等待突破延续或回踩确认,149.6,17.388,0.1524,0.20793,0.17972,0.776,60日,250日,1.759,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,未突破120日差价高点|未突破250日差价高点,cache
688469,芯联集成,2026-05-26,000300,88,B类,同步转强，等待突破延续或回踩确认,8.3,7.953,0.02346,0.02596,0.09461,0.904,60日,60日,1.516,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,未突破120日差价高点|未突破250日差价高点|未突破120日价格高点|未突破250日价格高点,cache
