code,name,latest_date,benchmark,score,category,action,close,spread,spread_slope_60,spread_slope_120,spread_slope_250,below_zero_ratio_250,spread_breakout_level,price_breakout_level,volume_ratio,market_status,risk_flags,reason,score_positive_items,score_negative_items,missing_conditions,data_source
601598,中国外运,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,6.39,81.44,0.02731,-0.06547,0.08195,0.0,无,无,1.057,强,,差价位于零轴上方；60日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,120日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
603063,禾望电气,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,60.91,66.219,1.41646,0.45062,0.02743,0.512,无,无,0.895,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
603115,海星股份,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,102.8,329.514,4.70297,2.21961,0.68566,0.672,无,无,1.029,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
605488,福莱新材,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,40.96,223.439,-0.03782,-4e-05,0.07437,0.0,无,无,1.775,强,,差价位于零轴上方；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,60日差价斜率未转正|120日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
688020,方邦股份,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,167.2,88.294,1.51078,0.72569,0.34856,0.676,无,无,0.909,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688112,鼎阳科技,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,68.97,8.174,0.75404,0.34549,0.04381,0.964,无,无,0.646,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688141,杰华特,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,99.34,66.536,1.92082,0.88499,0.27639,0.872,无,无,0.788,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688146,中船特气,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,142.0,170.026,3.17104,1.08001,0.32668,0.876,无,无,0.713,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688200,华峰测控,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,442.01,98.027,1.22164,0.7978,0.33581,0.636,无,无,1.018,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688231,隆达股份,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,51.56,24.594,0.57407,0.38011,0.18553,0.968,无,无,0.701,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688234,天岳先进,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,154.0,78.006,1.34846,0.33867,0.20171,0.52,无,无,0.859,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688261,东微半导,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,88.5,19.126,-0.33273,0.00633,0.18488,0.42,无,无,1.47,强,一年内涨幅过大,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5,60日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
688332,中科蓝讯,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,92.16,112.908,0.02116,-0.29408,0.16166,0.0,无,无,1.175,强,,差价位于零轴上方；60日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,120日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688368,晶丰明源,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,220.0,1.976,0.51282,0.24495,0.07633,0.992,无,无,1.124,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688409,富创精密,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,164.0,99.387,1.53902,0.82873,0.32716,0.7,无,无,0.954,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688449,联芸科技,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,80.4,31.378,0.87896,0.21761,0.0263,0.924,无,无,1.019,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688478,晶升股份,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,63.56,27.822,1.23373,0.25816,0.0518,0.956,无,无,0.744,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688531,日联科技,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,165.2,57.327,1.45564,0.52097,0.1506,0.936,无,无,0.685,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688610,埃科光电,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,185.0,136.026,2.31054,1.0319,0.39551,0.784,无,无,1.18,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688663,新风光,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,92.85,108.982,1.16403,0.78186,0.3718,0.504,无,无,0.797,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
688677,海泰新光,2026-05-26,000300,54,剔除,不符合逐日差价图选股条件,139.57,129.702,3.23582,1.07409,0.2517,0.856,无,无,1.01,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000062,深圳华强,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,33.66,116.971,1.40738,0.52771,0.01712,0.0,无,无,0.769,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000066,中国长城,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,19.3,31.399,0.65619,0.26336,0.00107,0.0,无,无,0.721,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000408,藏格矿业,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,84.24,170.431,0.33041,0.34416,0.70617,0.0,无,无,1.346,强,一年内涨幅过大、跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
000539,粤电力Ａ,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,6.67,15.388,0.47841,0.37396,0.04213,0.692,无,无,0.549,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000791,甘肃能源,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,8.81,42.176,0.2465,0.36659,0.06672,0.0,无,无,0.648,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000967,盈峰环境,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,11.78,73.391,1.73198,0.97243,0.24048,0.0,无,无,0.845,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
001270,铖昌科技,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,143.35,744.789,3.75795,4.85553,3.08647,0.0,无,无,1.388,强,一年内涨幅过大、跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
002181,粤 传 媒,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,14.49,224.276,2.7967,1.38092,0.71165,0.0,无,无,1.203,强,一年内涨幅过大、跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
002338,奥普光电,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,62.2,161.173,1.03574,0.13533,0.15673,0.0,无,无,1.129,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002392,北京利尔,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,8.86,78.017,0.82418,0.18003,0.09257,0.0,无,无,0.607,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002407,多氟多,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,36.28,22.958,0.52469,0.02183,0.30746,0.488,无,无,1.227,强,一年内涨幅过大、跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
002580,圣阳股份,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,23.32,190.524,4.46062,1.88309,0.36767,0.0,无,无,0.586,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002785,万里石,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,48.6,83.899,0.50609,0.41405,0.24185,0.0,无,无,0.606,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002850,科达利,2026-05-26,000300,53,剔除,不符合逐日差价图选股条件,196.49,31.084,0.54325,0.25418,0.15091,0.276,无,无,0.822,强,跌破20日线,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
