code,name,latest_date,benchmark,score,category,action,close,spread,spread_slope_60,spread_slope_120,spread_slope_250,below_zero_ratio_250,spread_breakout_level,price_breakout_level,volume_ratio,market_status,risk_flags,reason,score_positive_items,score_negative_items,missing_conditions,data_source,is_core_candidate
600183,生益科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,128.17,516.778,3.36794,0.90195,0.98461,0.0,250日,250日,1.232,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
600186,莲花控股,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,13.19,316.793,3.31909,1.36624,0.26338,0.0,250日,250日,1.263,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
600226,亨通股份,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,6.73,186.995,0.24507,0.26072,0.54657,0.0,250日,250日,2.063,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache,False
600578,京能电力,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,9.17,210.236,0.88889,0.43114,0.17645,0.0,250日,250日,2.357,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
600584,长电科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,88.19,190.444,1.00464,0.49112,0.18276,0.0,250日,250日,1.745,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
600888,新疆众和,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,11.27,52.931,-0.05151,0.08905,0.06243,0.0,250日,250日,2.993,强,相对强度过热,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_spread_zscore_hot:-5,60日差价斜率未转正,cache,False
603186,华正新材,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,132.6,224.627,1.6483,1.10317,0.57031,0.256,250日,250日,1.204,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
603203,快克智能,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,68.88,169.294,1.61037,0.76711,0.34887,0.0,250日,250日,1.819,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
603226,菲林格尔,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,57.44,912.439,4.79861,1.98711,2.23817,0.0,250日,250日,1.596,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache,False
603306,华懋科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,118.39,255.985,1.64701,1.54927,0.74274,0.0,250日,250日,1.118,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5,成交量未达到1.2倍,cache,False
603663,三祥新材,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,58.3,336.748,-0.3454,0.98188,0.7613,0.0,250日,250日,2.746,强,一年内涨幅过大,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,60日差价斜率未转正,cache,False
603730,岱美股份,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,13.87,96.405,0.57907,0.30896,0.27486,0.244,250日,250日,2.068,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
603800,洪田股份,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,65.5,212.785,1.97053,0.09969,0.34756,0.0,250日,250日,1.038,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5,成交量未达到1.2倍,cache,False
603823,百合花,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,27.21,149.48,0.67369,0.17312,0.18128,0.0,250日,250日,1.927,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
603890,春秋电子,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,24.27,86.368,1.08433,0.19729,0.14035,0.0,250日,250日,1.462,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
603986,兆易创新,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,526.22,203.368,1.34347,0.75498,0.52532,0.3,250日,250日,1.251,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
688019,安集科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,339.3,296.881,0.92331,0.62678,0.68386,0.0,250日,250日,1.062,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5,成交量未达到1.2倍,cache,False
688072,拓荆科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,750.0,1683.509,9.93042,3.99788,3.42364,0.0,250日,250日,1.443,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
688183,生益电子,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,132.1,888.161,4.82847,0.55069,1.96425,0.0,250日,250日,2.492,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache,False
688256,寒武纪,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,1410.96,2065.098,17.55127,2.39787,3.59132,0.0,250日,250日,1.003,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5,成交量未达到1.2倍,cache,False
688300,联瑞新材,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,157.5,311.045,2.02145,1.35354,0.54683,0.0,250日,250日,1.46,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
688347,华虹公司,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,222.42,296.373,1.84235,0.65672,0.76034,0.148,250日,250日,1.51,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
688585,上纬新材,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,221.0,1984.294,6.8094,2.09072,5.55125,0.188,250日,250日,1.963,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5,,cache,False
688611,杭州柯林,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,83.25,233.323,1.2171,0.60416,0.55794,0.0,250日,250日,2.068,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
688625,呈和科技,2026-05-26,000300,100,C类,强者恒强但已有过热风险，等待回踩或缩量整理,114.22,201.398,1.51644,1.03252,0.49565,0.18,250日,250日,1.611,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,,cache,False
003036,泰坦股份,2026-05-26,000300,99,C类,强者恒强但已有过热风险，等待回踩或缩量整理,61.58,410.002,4.71238,1.93131,0.49928,0.0,250日,250日,1.094,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache,False
300054,鼎龙股份,2026-05-26,000300,99,C类,强者恒强但已有过热风险，等待回踩或缩量整理,79.55,235.042,2.33328,1.12404,0.52525,0.0,250日,250日,1.149,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；差价突破60日高点；差价突破120日高点；差价突破250日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|spread_breakout_120:+10|spread_breakout_250:+7|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,成交量未达到1.2倍,cache,False
