code,name,market_cap
002716,湖南白银,26791111250.54
002718,友邦吊顶,11823764700.859999
002730,电光科技,11224476280.0
002733,雄韬股份,13109412831.560001
002736,国信证券,102110178308.2
002738,中矿资源,45230325769.13
002739,儒意电影,19196068455.719997
002741,光华科技,13899516845.9
002745,木林森,16533613684.86
002747,埃斯顿,26962864900.58
002755,奥赛康,14358640629.970001
002756,永兴材料,33710019296.2
002759,天际股份,14690510326.5
002761,浙江建投,10148517252.64
002768,国恩股份,20231950000.0
002773,康弘药业,19255607938.600002
002779,中坚科技,13422024000.0
002782,可立克,14779727587.4
002785,万里石,10508355257.15
002792,通宇通讯,23399755460.100002
002796,世嘉科技,12391217146.8
002797,第一创业,29458824000.0
002807,江阴银行,10830128271.6
002812,恩捷股份,71656343205.12
002815,崇达技术,20388179872.48
002821,凯莱英,42630160206.1
002831,裕同科技,36378693520.0
002832,比音勒芬,11288586121.52
002837,英维克,92547195723.54
002838,道恩股份,16743944069.999998
002839,张家港行,10290692340.54
002841,视源股份,26420788048.2
002842,翔鹭钨业,10492419573.54
002847,盐津铺子,15258106540.05
002850,科达利,51341771056.26
002851,麦格米特,77868302016.96
002859,洁美科技,28732626225.840004
002865,钧达股份,26040517910.32
002867,周大生,13307909928.18
002881,美格智能,14795357223.0
002885,京泉华,13058197857.6
002895,川恒股份,20364513532.63
002896,中大力德,15869205602.500002
002897,意华股份,15861379739.76
002901,大博医疗,16809191943.6
002906,华阳集团,15758069610.82
002911,佛燃能源,14864113253.5
002913,奥士康,16756634611.2
002916,深南电路,267698471835.0
002920,德赛西威,63822785900.36
002922,伊戈尔,19383878723.879997
002925,盈趣科技,15070696605.09
002926,华西证券,21288750000.0
002928,华夏航空,10072543414.0
002929,润建股份,21462476996.2
002931,锋龙股份,12546606251.52
002936,郑州银行,16002080790.08
002938,鹏鼎控股,239941460666.15997
002939,长城证券,33889186430.4
002943,宇晶股份,17653149720.600002
002945,华林证券,39690000000.0
002946,新乳业,15233986386.9
002947,恒铭达,24081115490.640003
002948,青岛银行,32186561623.72
002957,科瑞技术,25341741998.44
002958,青农商行,15777970146.44
002961,瑞达期货,10263607478.16
002966,苏州银行,36078242428.77
002967,广电计量,13484843784.32
002969,嘉美包装,20563839691.2
002970,锐明技术,12154205924.24
002975,博杰股份,25906032709.920002
002978,安宁股份,13031642740.380001
002979,雷赛智能,17776694980.68
002980,华盛昌,21106865270.4
002984,森麒麟,15989906419.53
002985,北摩高科,10396973288.0
002987,京北方,12168731007.58
002990,盛视科技,12890980753.74
002993,奥海科技,17832184000.0
003018,金富科技,16790800000.0
003021,兆威机电,27062166634.999996
003022,联泓新科,31359136640.0
003031,中瓷电子,66259664987.1
003035,南网能源,27689393932.969997
003036,泰坦股份,14580199094.58
003816,中国广核,228254500294.52
300001,特锐德,40152654602.52
300002,神州泰岳,15757062666.66
300003,乐普医疗,22858466478.4
300005,探路者,13644361751.84
300007,汉威科技,14771071873.09
300008,天海防务,11474113443.12
300009,安科生物,13783280841.0
300012,华测检测,24300039410.160004
300014,亿纬锂能,137852224587.05002
300015,爱尔眼科,85327379530.5
300017,网宿科技,38683114043.5
300024,机器人,24533264616.5
300031,宝通科技,10192294556.3
300033,同花顺,172708300799.99997
300034,钢研高纳,15206026622.039999
300035,中科电气,11707087540.68
300037,新宙邦,57295237580.0
300042,朗科科技,12438828000.0
300045,华力创通,13366159510.119999
300049,福瑞医科,12104099112.0
300053,航宇微,11595988734.72
300054,鼎龙股份,69806434449.23999
300058,蓝色光标,55756135655.31
300059,东方财富,300908877332.0
300065,海兰信,16054246310.0
300070,碧水源,12757216957.759998
300073,当升科技,30540317711.48
300077,国民技术,16627666684.0
300083,创世纪,17514354436.280003
300085,银之杰,26046770120.100002
300088,长信科技,19307480565.67
300100,双林股份,18669523161.6
300101,振芯科技,10210944486.0
300102,乾照光电,23459310167.87
300113,顺网科技,15215878816.74
300115,长盈精密,47823589049.79
300118,东方日升,17818416678.69
300122,智飞生物,32675230046.55
300124,汇川技术,206806789242.72
300129,泰胜风能,11520985215.55
300130,新国都,13949885434.57
300131,英唐智控,20271448002.1
300133,华策影视,15861476240.4
300136,信维通信,108077416864.59999
300137,先河环保,10039453149.1
300139,晓程科技,12269720000.0
300140,节能环境,18780346116.96
300142,沃森生物,20999446343.33
300144,宋城演艺,17401630654.2
300146,汤臣倍健,16273933038.220001
300151,昌红科技,12503322167.76
300166,东方国信,19688913982.92
300170,汉得信息,18964930804.83
300179,四方达,20949273100.9
300182,捷成股份,14970700051.839998
300184,力源信息,18048183672.96
300185,通裕重工,11382044097.0
300191,潜能恒信,10435200000.0
300196,长海股份,10483626472.65
300199,翰宇药业,21038808623.52
300201,海伦哲,19777254697.2
300204,舒泰神,11084323276.0
300207,欣旺达,43544689852.21999
300209,行云科技,25101034485.78
300222,科大智能,12639287240.16
300223,北京君正,76323466156.91
300224,正海磁材,12089798416.830002
